site_no,station_nm,latitude,longitude,state_cd,county_cd,huc_cd,huc_code,huc_region,drainage_area,site_type,active,basin,is_huc17,has_discharge
09244500,"ELKHEAD CREEK NEAR CLARK, CO.",40.7321936,-107.1695009,CO,107,14050001,14050001,14,45.4,ST,Yes,Southwest,False,True
09245000,"ELKHEAD CREEK NEAR ELKHEAD, CO.",40.6696938,-107.2850592,CO,107,14050001,14050001,14,64.2,ST,Yes,Southwest,False,True
09245500,"NORTH FORK ELKHEAD CREEK NEAR ELKHEAD, CO.",40.680527,-107.2872814,CO,107,14050001,14050001,14,21.0,ST,Yes,Southwest,False,True
09246200,"ELKHEAD CREEK ABOVE LONG GULCH, NEAR HAYDEN, CO",40.59163879,-107.3208933,CO,107,14050001,14050001,14,171,ST,Yes,Southwest,False,True
09246400,"ELKHEAD CREEK BELOW MAYNARD GULCH, NEAR CRAIG, CO",40.5447222,-107.3980556,CO,081,14050001,14050001,14,212,ST,Yes,Southwest,False,True
09246500,"ELKHEAD CREEK NEAR CRAIG, CO",40.53106726,-107.43620792,CO,081,140500010607,140500010607,14,222.0,ST,Yes,Southwest,False,True
09246550,"YAMPA RIVER BELOW ELKHEAD CREEK NEAR CRAIG, CO.",40.4971938,-107.5100639,CO,081,14050001,14050001,14,,ST,Yes,Southwest,False,True
09246900,"FORTIFICATION CREEK NEAR, CRAIG, CO.",40.75635768,-107.5464553,CO,081,14050001,14050001,14,34.3,ST,Yes,Southwest,False,True
09246920,"FORTIFICATION CREEK NEAR FORTIFICATION, CO",40.74385785,-107.5408996,CO,081,14050001,14050001,14,40.0,ST,Yes,Southwest,False,True
09247000,"FORTIFICATION CREEK AT CRAIG, CO.",40.51413796,-107.5414539,CO,081,14050001,14050001,14,258,ST,Yes,Southwest,False,True
09247500,"YAMPA RIVER AT CRAIG, CO.",40.4958048,-107.5533986,CO,081,14050001,14050001,14,1730,ST,Yes,Southwest,False,True
09247600,"YAMPA RIVER BELOW CRAIG, CO.",40.48078908,-107.61426846,CO,081,140500011108,140500011108,14,2128.0,ST,Yes,Southwest,False,True
09248500,"EAST FORK OF WILLIAMS FORK NR WILLOW CREEK, CO.",40.2224793,-107.2667223,CO,103,14050001,14050001,14,96.0,ST,Yes,Southwest,False,True
09248600,"EAST FORK OF WILLIAMS FORK AB WILLOW CREEK, CO.",40.2610895,-107.2950565,CO,107,14050001,14050001,14,108,ST,Yes,Southwest,False,True
09249000,"EAST FORK OF WILLIAMS FORK NEAR PAGODA, CO.",40.312477,-107.3200577,CO,107,14050001,14050001,14,150,ST,Yes,Southwest,False,True
09249200,"SOUTH FORK OF WILLIAMS FORK NEAR PAGODA, CO.",40.21219945,-107.4428375,CO,103,14050001,14050001,14,46.7,ST,Yes,Southwest,False,True
09249450,"WADDLE CR NR PAGODA, CO",40.29553075,-107.51284,CO,081,14050001,14050001,14,,ST,Yes,Southwest,False,True
09249455,"DEEP ROCK GULCH NR HAMILTON, CO",40.29691955,-107.5203402,CO,081,14050001,14050001,14,,ST,Yes,Southwest,False,True
09249500,"WILLIAMS FORK AT HAMILTON, CO.",40.36997324,-107.6092326,CO,081,14050001,14050001,14,341,ST,Yes,Southwest,False,True
09249700,"MORAPOS CREEK NEAR HAMILTON, CO.",40.21858678,-107.5814526,CO,103,14050001,14050001,14,13.7,ST,Yes,Southwest,False,True
09249750,"WILLIAMS FORK AT MOUTH, NEAR HAMILTON, CO.",40.43719419,-107.6478456,CO,081,14050001,14050001,14,419,ST,Yes,Southwest,False,True
09250000,"MILK CREEK NEAR THORNBURGH, CO.",40.19358547,-107.7322907,CO,103,14050002,14050002,14,65.0,ST,Yes,Southwest,False,True
09250400,"GOOD SPRING CREEK AT AXIAL, CO.",40.29025077,-107.7900712,CO,081,14050002,14050002,14,40.0,ST,Yes,Southwest,False,True
09250500,"MILK CREEK NEAR AXIAL, CO.",40.32497289,-107.7547924,CO,081,14050002,14050002,14,135,ST,Yes,Southwest,False,True
09250507,"WILSON CREEK ABOVE TAYLOR CREEK NEAR AXIAL, CO.",40.3146948,-107.8000718,CO,081,14050002,14050002,14,20.0,ST,Yes,Southwest,False,True
09250510,"TAYLOR CREEK AT MOUTH NEAR AXIAL, CO.",40.3133059,-107.799794,CO,081,14050002,14050002,14,7.22,ST,Yes,Southwest,False,True
09250600,"WILSON CREEK NEAR AXIAL, CO.",40.31552815,-107.7978495,CO,081,14050002,14050002,14,27.4,ST,Yes,Southwest,False,True
09250610,"JUBB CREEK NEAR AXIAL, CO.",40.3124724,-107.8222948,CO,081,14050002,14050002,14,7.53,ST,Yes,Southwest,False,True
09250700,"MORGAN GULCH NEAR AXIAL, CO.",40.33580486,-107.8856307,CO,081,14050002,14050002,14,25.6,ST,Yes,Southwest,False,True
09251000,"YAMPA RIVER NEAR MAYBELL, CO",40.50273085,-108.0334482,CO,081,140500020406,140500020406,14,3383.0,ST,Yes,Southwest,False,True
09251100,"YAMPA RIVER ABV. LITTLE SNAKE R. NR. MAYBELL, CO",40.46080078,-108.4256528,CO,081,14050002,14050002,14,3837,ST,Yes,Southwest,False,True
09251500,"MF LITTLE SNAKE RIVER NEAR BATTLE CREEK, CO.",40.9905222,-107.0442186,CO,107,14050003,14050003,14,120,ST,Yes,Southwest,False,True
09252500,"SF LITTLE SNAKE RIVER NEAR BATTLE CREEK, CO.",40.97635579,-107.05033,CO,107,14050003,14050003,14,46.0,ST,Yes,Southwest,False,True
09253000,"LITTLE SNAKE RIVER NEAR SLATER, CO",40.9993969,-107.14342567,CO,107,140500030110,140500030110,14,252.0,ST,Yes,Southwest,False,True
09254500,"SLATER FORK AT BAXTER RANCH, NEAR SLATER, CO.",40.88941209,-107.3306157,CO,081,14050003,14050003,14,80.0,ST,Yes,Southwest,False,True
09255000,"SLATER FORK NEAR SLATER, CO",40.9824657,-107.3828391,CO,081,14050003,14050003,14,151,ST,Yes,Southwest,False,True
09258000,"WILLOW CREEK NEAR DIXON, WY",40.91550679,-107.5217699,CO,081,14050003,14050003,14,24.6,ST,Yes,Southwest,False,True
09259500,"FOURMILE CREEK NEAR BAGGS, WY.",40.8405232,-107.5150652,CO,081,14050003,14050003,14,4.00,ST,Yes,Southwest,False,True
09259950,"LITTLE SNAKE RIVER ABOVE LILY, CO.",40.60746698,-108.3370393,CO,081,14050003,14050003,14,,ST,Yes,Southwest,False,True
09259990,"SAND WASH NEAR SUNBEAM, CO.",40.6199668,-108.3689852,CO,081,14050003,14050003,14,239,ST,Yes,Southwest,False,True
09260000,"LITTLE SNAKE RIVER NEAR LILY, CO",40.54901667,-108.42432222,CO,081,140500031102,140500031102,14,4034.0,ST,Yes,Southwest,False,True
09260050,"YAMPA RIVER AT DEERLODGE PARK, CO",40.45161747,-108.52512937,CO,081,140500020603,140500020603,14,7931.0,ST,Yes,Southwest,False,True
09302400,"NORTH FORK WHITE RIVER BELOW TRAPPERS LAKE, CO.",39.99776944,-107.2312806,CO,045,14050005,14050005,14,19.5,ST,Yes,Southwest,False,True
09302420,"NF WHITE R ABOVE RIPPLE C, NR TRAPPERS LAKE, CO.",40.04692539,-107.3111672,CO,045,14050005,14050005,14,62.5,ST,Yes,Southwest,False,True
09302450,"LOST CREEK NEAR BUFORD, CO.",40.0502564,-107.468948,CO,103,14050005,14050005,14,21.5,ST,Yes,Southwest,False,True
09302500,"MARVINE CREEK NEAR BUFORD, CO.",40.0383118,-107.488115,CO,103,14050005,14050005,14,59.7,ST,Yes,Southwest,False,True
09302800,"NORTH FORK WHITE RIVER NEAR BUFORD, CO.",40.0355336,-107.5208937,CO,103,14050005,14050005,14,220,ST,Yes,Southwest,False,True
09303000,"NORTH FORK WHITE RIVER AT BUFORD, CO",39.9874772,-107.6145076,CO,103,14050005,14050005,14,259,ST,Yes,Southwest,False,True
09303300,"SOUTH FORK WHITE RIVER AT BUDGES RESORT, CO.",39.84331509,-107.3347778,CO,045,14050005,14050005,14,52.3,ST,Yes,Southwest,False,True
09303320,"WAGONWHEEL CREEK AT BUDGES RESORT, CO.",39.8427595,-107.3367223,CO,045,14050005,14050005,14,7.36,ST,Yes,Southwest,False,True
09303340,"PATTERSON CREEK NEAR BUDGES RESORT, CO.",39.8180369,-107.3917227,CO,045,14050005,14050005,14,11.2,ST,Yes,Southwest,False,True
09303400,"SOUTH FORK WHITE RIVER NEAR BUDGES RESORT, CO.",39.86414636,-107.5339478,CO,103,14050005,14050005,14,128,ST,Yes,Southwest,False,True
09303500,"SOUTH FORK WHITE RIVER NEAR BUFORD, CO.",39.92162978,-107.5517612,CO,103,14050005,14050005,14,152,ST,Yes,Southwest,False,True
09304000,"SOUTH FORK WHITE RIVER AT BUFORD, CO.",39.97442169,-107.6253412,CO,103,14050005,14050005,14,177,ST,Yes,Southwest,False,True
09304100,"BIG BEAVER CREEK NEAR BUFORD, CO.",39.9688659,-107.6467307,CO,103,14050005,14050005,14,34.1,ST,Yes,Southwest,False,True
09304115,"WHITE RIVER BELOW NORTH ELK CREEK NEAR BUFORD, CO",39.94997674,-107.6947878,CO,103,14050005,14050005,14,530,ST,Yes,Southwest,False,True
09304150,"MILLER CREEK NEAR MEEKER, CO.",39.9310873,-107.770068,CO,103,14050005,14050005,14,57.6,ST,Yes,Southwest,False,True
09304200,"WHITE RIVER ABOVE COAL CREEK NEAR MEEKER, CO",40.00496048,-107.82538142,CO,103,140500050310,140500050310,14,648.0,ST,Yes,Southwest,False,True
09304300,"COAL CREEK NEAR MEEKER, CO.",40.0913633,-107.7700692,CO,103,14050005,14050005,14,25.1,ST,Yes,Southwest,False,True
09304500,"WHITE RIVER NEAR MEEKER, CO.",40.03359167,-107.86241944,CO,103,140500050310,140500050310,14,760.0,ST,Yes,Southwest,False,True
09304550,"CURTIS CREEK NEAR MEEKER, CO.",40.039418,-107.8822954,CO,103,14050005,14050005,14,23.1,ST,Yes,Southwest,False,True
09304600,"WHITE RIVER AT MEEKER, CO.",40.03330658,-107.9186856,CO,103,14050005,14050005,14,808,ST,Yes,Southwest,False,True
09304800,"WHITE RIVER BELOW MEEKER, CO",40.0225833,-108.1199444,CO,103,14050005,14050005,14,1042,ST,Yes,Southwest,False,True
09305500,"PICEANCE CREEK AT RIO BLANCO, CO.",39.73219899,-107.938406,CO,045,14050006,14050006,14,8.97,ST,Yes,Southwest,False,True
09306007,"PICEANCE CREEK BELOW RIO BLANCO, CO.",39.8260846,-108.1831384,CO,103,14050006,14050006,14,177,ST,Yes,Southwest,False,True
09306015,"MIDDLE FORK STEWART GULCH NEAR RIO BLANCO, CO.",39.7888628,-108.1736934,CO,103,14050006,14050006,14,24.0,ST,Yes,Southwest,False,True
09306022,"STEWART GULCH AB WEST FORK NR RIO BLANCO, CO",39.81330695,-108.1839717,CO,103,14050006,14050006,14,44.0,ST,Yes,Southwest,False,True
09306025,"WEST FORK STEWART GULCH NEAR RIO BLANCO, CO.",39.783585,-108.189805,CO,103,14050006,14050006,14,14.2,ST,Yes,Southwest,False,True
09306028,"W F STEWART GULCH AT MOUTH, NEAR RIO BLANCO, CO.",39.8124736,-108.1839717,CO,103,14050006,14050006,14,15.7,ST,Yes,Southwest,False,True
09306033,"SORGHUM GULCH NEAR RIO BLANCO, CO.",39.7852515,-108.2098058,CO,103,14050006,14050006,14,1.22,ST,Yes,Southwest,False,True
09306036,"SORGHUM GULCH AT MOUTH, NEAR RIO BLANCO, CO.",39.8249734,-108.19925,CO,103,14050006,14050006,14,3.62,ST,Yes,Southwest,False,True
09306039,"COTTONWOOD GULCH NEAR RIO BLANCO, CO.",39.82664,-108.2075837,CO,103,14050006,14050006,14,1.20,ST,Yes,Southwest,False,True
09306042,"PICEANCE CREEK TRIBUTARY NEAR RIO BLANCO, CO.",39.8335843,-108.2206398,CO,103,14050006,14050006,14,1.06,ST,Yes,Southwest,False,True
09306045,PICEANCE C BL GARDENHIRE GULCH NR RIO BLANCO CO.,39.8355287,-108.2211954,CO,103,14050006,14050006,14,255,ST,Yes,Southwest,False,True
09306050,"SCANDARD GULCH NEAR RIO BLANCO, CO.",39.7938624,-108.2284177,CO,103,14050006,14050006,14,6.61,ST,Yes,Southwest,False,True
09306052,"SCANDARD GULCH AT MOUTH, NEAR RIO BLANCO, CO.",39.8141399,-108.2436962,CO,103,14050006,14050006,14,7.97,ST,Yes,Southwest,False,True
09306058,"WILLOW CREEK NEAR RIO BLANCO, CO.",39.8371952,-108.2442518,CO,103,14050006,14050006,14,48.4,ST,Yes,Southwest,False,True
09306061,"PICEANCE CREEK AB HUNTER C, NEAR RIO BLANCO, CO.",39.85052839,-108.2589747,CO,103,14050006,14050006,14,309,ST,Yes,Southwest,False,True
09306175,"BLACK SULPHUR CREEK NEAR RIO BLANCO, CO.",39.8713615,-108.287587,CO,103,14050006,14050006,14,103,ST,Yes,Southwest,False,True
09306200,"PICEANCE CREEK BL RYAN GULCH, NR RIO BLANCO, CO.",39.9210833,-108.2975876,CO,103,14050006,14050006,14,506,ST,Yes,Southwest,False,True
09306202,"HORSE DRAW NEAR RANGELY, CO.",39.93302767,-108.3170328,CO,103,14050006,14050006,14,1.47,ST,Yes,Southwest,False,True
09306203,"HORSE DRAW AT MOUTH, NEAR RANGELY, CO.",39.9366387,-108.2986988,CO,103,14050006,14050006,14,2.87,ST,Yes,Southwest,False,True
09306210,"PICEANCE CREEK NEAR WHITE RIVER, CO.",39.9388609,-108.2895318,CO,103,14050006,14050006,14,515,ST,Yes,Southwest,False,True
09306222,"PICEANCE CREEK AT WHITE RIVER, CO",40.0780264,-108.2364753,CO,103,14050006,14050006,14,652,ST,Yes,Southwest,False,True
09306224,"WHITE RIV AB CROOKED WASH NR WHITE RIVER CITY, CO",40.1625,-108.345,CO,103,140500050507,140500050507,14,1821.0,ST,Yes,Southwest,False,True
09306230,"STAKE SPRINGS DRAW NEAR RANGELY, CO.",39.92691676,-108.4212033,CO,103,14050006,14050006,14,26.1,ST,Yes,Southwest,False,True
09306235,"CORRAL GULCH BELOW WATER GULCH, NR RANGELY, CO.",39.90608459,-108.5328739,CO,103,14050006,14050006,14,8.61,ST,Yes,Southwest,False,True
09306237,"DRY FORK NEAR RANGELY, CO.",39.92219567,-108.5325962,CO,103,14050006,14050006,14,2.74,ST,Yes,Southwest,False,True
09306240,"BOX ELDER GULCH NEAR RANGELY, CO.",39.8883067,-108.5284292,CO,103,14050006,14050006,14,9.21,ST,Yes,Southwest,False,True
09306241,"BOX ELDER GULCH TRIBUTARY NEAR RANGELY, CO.",39.91386136,-108.4853723,CO,103,14050006,14050006,14,2.39,ST,Yes,Southwest,False,True
09306242,"CORRAL GULCH NEAR RANGELY, CO",39.9202502,-108.4728719,CO,103,14050006,14050006,14,31.8,ST,Yes,Southwest,False,True
09306244,"CORRAL GULCH AT 84 RANCH, CO.",39.93386118,-108.4270369,CO,103,14050006,14050006,14,37.8,ST,Yes,Southwest,False,True
09306246,"YELLOW CREEK TRIBUTARY NEAR 84 RANCH, CO.",39.9671942,-108.3881467,CO,103,14050006,14050006,14,5.53,ST,Yes,Southwest,False,True
09306248,"DUCK CREEK AT UPPER STATION NEAR 84 RANCH, CO.",39.9819165,-108.453427,CO,103,14050006,14050006,14,39.1,ST,Yes,Southwest,False,True
09306250,"DUCK CREEK NEAR 84 RANCH, CO.",39.98024974,-108.4081475,CO,103,14050006,14050006,14,50.0,ST,Yes,Southwest,False,True
09306255,"YELLOW CREEK NEAR WHITE RIVER, CO.",40.16856617,-108.40123387,CO,103,140500060308,140500060308,14,262.0,ST,Yes,Southwest,False,True
09306290,"WHITE RIVER BELOW BOISE CREEK, NEAR RANGELY, CO.",40.17969335,-108.5653775,CO,103,14050007,14050007,14,2530,ST,Yes,Southwest,False,True
09306300,"WHITE RIVER ABOVE RANGELY, CO.",40.1071983,-108.7128822,CO,103,14050007,14050007,14,2773,ST,Yes,Southwest,False,True
09306380,"DOUGLAS CREEK AT RANGELY, CO",40.0874769,-108.7762173,CO,103,14050007,14050007,14,425,ST,Yes,Southwest,False,True
09339900,"EF SAN JUAN R AB SAND CREEK, NR PAGOSA SPGS, CO.",37.38972959,-106.8411509,CO,007,14080101,14080101,14,64.1,ST,Yes,Southwest,False,True
09340000,"EAST FORK SAN JUAN RIVER NR PAGOSA SPRINGS, CO",37.36889576,-106.8925399,CO,007,14080101,14080101,14,86.9,ST,Yes,Southwest,False,True
09340500,"WF SAN JUAN R AB BORNS LAKE,NR PAGOSA SPGS, CO.",37.48556247,-106.930321,CO,079,14080101,14080101,14,41.2,ST,Yes,Southwest,False,True
09340800,"W FK SAN JUAN R AT W FK CAMPGR NR PAGOSA SPR, CO",37.45028475,-106.9117089,CO,079,14080101,14080101,14,50.5,ST,Yes,Southwest,False,True
09341200,"WOLF CREEK NEAR PAGOSA SPRINGS, CO.",37.44639609,-106.8839307,CO,079,14080101,14080101,14,14.0,ST,Yes,Southwest,False,True
09341300,"WOLF CR AT WOLF CR CAMPGR NR PAGOSA SPR, CO",37.4419516,-106.8869862,CO,079,14080101,14080101,14,18.0,ST,Yes,Southwest,False,True
09341350,"WINDY PASS CR NR PAGOSA SPR, CO.",37.43917388,-106.8800416,CO,079,14080101,14080101,14,1.41,ST,Yes,Southwest,False,True
09341500,"WEST FORK SAN JUAN RIVER NEAR PAGOSA SPRINGS, CO",37.3924722,-106.9068889,CO,007,14080101,14080101,14,85.4,ST,Yes,Southwest,False,True
09342000,"TURKEY CREEK NEAR PAGOSA SPRINGS, CO.",37.3694509,-106.9403184,CO,007,14080101,14080101,14,23.0,ST,Yes,Southwest,False,True
09342500,"SAN JUAN RIVER AT PAGOSA SPRINGS, CO",37.26552778,-107.011,CO,007,140801010404,140801010404,14,281.0,ST,Yes,Southwest,False,True
09343000,"RIO BLANCO NEAR PAGOSA SPRINGS, CO.",37.21278565,-106.7944797,CO,007,14080101,14080101,14,58.0,ST,Yes,Southwest,False,True
09343300,"RIO BLANCO BEL BLANCO DIVN DAM, NR PAGOSA SPGS, CO",37.2036111,-106.8122222,CO,007,14080101,14080101,14,69.1,ST,Yes,Southwest,False,True
09343400,"RIO BLANCO AT US HIGHWAY 84, NR PAGOSA SPGS, CO",37.1416754,-106.8405917,CO,007,14080101,14080101,14,,ST,Yes,Southwest,False,True
09343500,"RITO BLANCO NEAR PAGOSA SPRINGS, CO.",37.19361845,-106.9053148,CO,007,14080101,14080101,14,23.3,ST,Yes,Southwest,False,True
09344000,"NAVAJO R AT BANDED PEAK RANCH, NEAR CHROMO, CO.",37.0852879,-106.6894796,CO,007,14080101,14080101,14,69.8,ST,Yes,Southwest,False,True
09344300,"NAVAJO RIVER ABOVE CHROMO, CO.",37.0319558,-106.7328135,CO,007,14080101,14080101,14,96.4,ST,Yes,Southwest,False,True
09344400,"NAVAJO RIVER BL OSO DIVERSION DAM NR CHROMO, CO.",37.03028919,-106.7378136,CO,007,14080101,14080101,14,100,ST,Yes,Southwest,False,True
09344450,"NAVAJO RIVER BL OSO DIV DAM, NEAR CHROMO, CO",37.06334415,-106.7383689,CO,007,14080101,14080101,14,,ST,Yes,Southwest,False,True
09345200,"LITTLE NAVAJO RIV BEL L OSO DIV DAM, NR CHROMO, CO",37.07730556,-106.8112222,CO,007,14080101,14080101,14,14.2,ST,Yes,Southwest,False,True
09345500,"LITTLE NAVAJO RIVER AT CHROMO, CO.",37.04556595,-106.8430919,CO,007,14080101,14080101,14,21.9,ST,Yes,Southwest,False,True
09346000,"NAVAJO RIVER AT EDITH, CO.",37.0027883,-106.9075366,CO,007,14080101,14080101,14,172,ST,Yes,Southwest,False,True
09346400,"SAN JUAN RIVER NEAR CARRACAS, CO.",37.01362166,-107.31228413,CO,007,140801010803,140801010803,14,1250.0,ST,Yes,Southwest,False,True
09347200,"MIDDLE FORK PIEDRA RIVER NR PAGOSA SPRINGS, CO.",37.48667027,-107.1633813,CO,053,14080102,14080102,14,32.2,ST,Yes,Southwest,False,True
09347205,"MIDDLE FORK PIEDRA RIVER NEAR DYKE, CO.",37.4527812,-107.1764365,CO,053,14080102,14080102,14,34.1,ST,Yes,Southwest,False,True
09347500,"PIEDRA R AT BRIDGE RNGR STA, NR PAGOSA SPGS, CO.",37.4286143,-107.1933809,CO,053,14080102,14080102,14,82.3,ST,Yes,Southwest,False,True
09348500,"WILLIAMS C NR BRIDGE RA STA, NR PAGOSA SPGS, CO.",37.4616697,-107.1983817,CO,053,14080102,14080102,14,43.7,ST,Yes,Southwest,False,True
09349000,"WEMINUCHE C NR BRDGE RA STA, NR PAGOSA SPGS, CO.",37.47166915,-107.233105,CO,053,14080102,14080102,14,53.4,ST,Yes,Southwest,False,True
09349500,"PIEDRA RIVER NEAR PIEDRA, CO.",37.2222256,-107.3428258,CO,007,14080102,14080102,14,371,ST,Yes,Southwest,False,True
09349800,"PIEDRA RIVER NEAR ARBOLES, CO.",37.08834204,-107.3978428,CO,007,140801020503,140801020503,14,653.0,ST,Yes,Southwest,False,True
09352800,"LOS PINOS R ABV VALLECITO RES NR BAYFIELD, CO",37.41472439,-107.51340444,CO,067,140801011106,140801011106,14,130.0,ST,Yes,Southwest,False,True
09352900,"VALLECITO CREEK NEAR BAYFIELD, CO.",37.47750126,-107.5436688,CO,067,14080101,14080101,14,72.5,ST,Yes,Southwest,False,True
09353500,"LOS PINOS RIVER NEAR BAYFIELD, CO.",37.38277997,-107.5775577,CO,067,14080101,14080101,14,270,ST,Yes,Southwest,False,True
09353800,"LOS PINOS RIVER NEAR IGNACIO, CO",37.16611111,-107.5825,CO,067,140801011403,140801011403,14,340.0,ST,Yes,Southwest,False,True
09354500,"LOS PINOS RIVER AT LA BOCA, CO.",37.00945356,-107.59951472,CO,067,140801011506,140801011506,14,519.0,ST,Yes,Southwest,False,True
09355000,"SPRING CREEK AT LA BOCA, CO",37.01527778,-107.5953333,CO,067,14080101,14080101,14,58.2,ST,Yes,Southwest,False,True
09357500,"ANIMAS RIVER AT HOWARDSVILLE, CO.",37.83305235,-107.5995046,CO,111,14080104,14080104,14,55.9,ST,Yes,Southwest,False,True
09358000,"ANIMAS RIVER AT SILVERTON, CO.",37.81110556,-107.65924542,CO,111,140801040104,140801040104,14,70.6,ST,Yes,Southwest,False,True
09358550,"CEMENT CREEK AT SILVERTON, CO",37.8197165,-107.66369007,CO,111,140801040102,140801040102,14,20.1,ST,Yes,Southwest,False,True
09358900,"MINERAL CREEK ABOVE SILVERTON, CO.",37.8511067,-107.7258952,CO,111,14080104,14080104,14,11.0,ST,Yes,Southwest,False,True
09359000,"MINERAL CREEK NEAR SILVERTON, CO",37.81475,-107.6958889,CO,111,14080104,14080104,14,44.3,ST,Yes,Southwest,False,True
09359010,"MINERAL CREEK AT SILVERTON, CO",37.8027744,-107.6728392,CO,111,14080104,14080104,14,52.3,ST,Yes,Southwest,False,True
09359020,"ANIMAS RIVER BELOW SILVERTON, CO",37.7883333,-107.6682222,CO,111,14080104,14080104,14,146,ST,Yes,Southwest,False,True
09359080,CASCADE CR ABV CASCADE CR DIVERSION NR ROCKWOOD CO,37.66727778,-107.822625,CO,111,14080104,14080104,14,25.6,ST,Yes,Southwest,False,True
09359082,CASCADE CR BLW CASCADE CR DIVERSION NR ROCKWOOD CO,37.667,-107.82225,CO,111,14080104,14080104,14,25.6,ST,Yes,Southwest,False,True
09359100,"LIME CREEK NEAR SILVERTON, CO.",37.67805328,-107.7508969,CO,111,14080104,14080104,14,33.9,ST,Yes,Southwest,False,True
09359500,"ANIMAS RIVER AT TALL TIMBER RESORT ABOVE TACOMA,CO",37.59741667,-107.7769667,CO,067,14080104,14080104,14,338,ST,Yes,Southwest,False,True
09361000,"HERMOSA CREEK NEAR HERMOSA, CO.",37.42196111,-107.84509444,CO,067,140801040407,140801040407,14,172.0,ST,Yes,Southwest,False,True
09361200,"FALLS CREEK NEAR DURANGO, CO.",37.36722309,-107.8664559,CO,067,14080104,14080104,14,7.18,ST,Yes,Southwest,False,True
09361400,"JUNCTION CREEK NEAR DURANGO, CO.",37.33416764,-107.9095126,CO,067,14080104,14080104,14,26.3,ST,Yes,Southwest,False,True
09361500,"ANIMAS RIVER AT DURANGO, CO",37.2791688,-107.8803445,CO,067,14080104,14080104,14,701,ST,Yes,Southwest,False,True
09362000,"LIGHTNER CREEK NEAR DURANGO, CO",37.2705577,-107.8936782,CO,067,14080104,14080104,14,66,ST,Yes,Southwest,False,True
09362510,"ANIMAS RIVER BELOW DURANGO, CO.",37.25890278,-107.8773472,CO,067,14080104,14080104,14,,ST,Yes,Southwest,False,True
09362520,"ANIMAS RIVER BLW DURANGO PUMP PLANT NR DURANGO, CO",37.24926389,-107.87258333,CO,067,140801040901,140801040901,14,775.0,ST,Yes,Southwest,False,True
09362550,"WILSON GULCH NEAR DURANGO, CO",37.22666667,-107.8428611,CO,067,14080104,14080104,14,6.45,ST,Yes,Southwest,False,True
09362900,"FLORIDA RIVER BELOW LEMON RESERVOIR NR DURANGO, CO",37.3791687,-107.661727,CO,067,14080104,14080104,14,68.8,ST,Yes,Southwest,False,True
09363000,"FLORIDA RIVER NEAR DURANGO, CO.",37.3252804,-107.7489519,CO,067,14080104,14080104,14,97.4,ST,Yes,Southwest,False,True
09363050,"FLORIDA R BL FLOR FARMERS DITCH, NR DURANGO, CO.",37.2950027,-107.7917308,CO,067,14080104,14080104,14,107,ST,Yes,Southwest,False,True
09363100,"SALT CREEK NEAR OXFORD, CO.",37.13972537,-107.7533959,CO,067,14080104,14080104,14,17.7,ST,Yes,Southwest,False,True
09363200,"FLORIDA RIVER AT BONDAD, CO.",37.0566689,-107.8697877,CO,067,14080104,14080104,14,221,ST,Yes,Southwest,False,True
09363500,"ANIMAS RIVER NEAR CEDAR HILL, NM",37.03656944,-107.8753333,CO,067,14080104,14080104,14,1090,ST,Yes,Southwest,False,True
09365500,"LA PLATA RIVER AT HESPERUS, CO",37.28972246,-108.0406277,CO,067,14080105,14080105,14,34.4,ST,Yes,Southwest,False,True
09366000,"CHERRY CREEK NEAR RED MESA, CO.",37.11888808,-108.1986889,CO,067,14080105,14080105,14,66.0,ST,Yes,Southwest,False,True
09366500,LA PLATA RIVER AT COLORADO-NEW MEXICO STATE LINE,36.99972239,-108.1886882,CO,067,14080105,14080105,14,331,ST,Yes,Southwest,False,True
09368500,"WEST MANCOS RIVER NEAR MANCOS, CO.",37.38166257,-108.2581366,CO,083,14080107,14080107,14,39.4,ST,Yes,Southwest,False,True
09369000,"EAST MANCOS RIVER NEAR MANCOS, CO.",37.3702741,-108.2314689,CO,083,14080107,14080107,14,11.9,ST,Yes,Southwest,False,True
09369500,"MIDDLE MANCOS RIVER NEAR MANCOS, CO.",37.3738852,-108.2306356,CO,083,14080107,14080107,14,12.1,ST,Yes,Southwest,False,True
09370000,"MANCOS RIVER NEAR MANCOS, CO.",37.3572184,-108.254803,CO,083,14080107,14080107,14,71.5,ST,Yes,Southwest,False,True
09370600,"MANCOS RIVER AT ANITAS FLAT BELOW MANCOS, CO",37.2524964,-108.3578618,CO,083,14080107,14080107,14,162,ST,Yes,Southwest,False,True
09370800,"MANCOS RIVER NEAR CORTEZ, CO.",37.10777404,-108.4639759,CO,083,14080107,14080107,14,302,ST,Yes,Southwest,False,True
09370820,"MANCOS RIVER BELOW JOHNSON CANYON NR CORTEZ, CO.",37.09916294,-108.4661981,CO,083,14080107,14080107,14,320,ST,Yes,Southwest,False,True
09371000,"MANCOS RIVER NEAR TOWAOC, CO.",37.0275026,-108.7414926,CO,083,140801070301,140801070301,14,526.0,ST,Yes,Southwest,False,True
09371002,"NAVAJO WASH NEAR TOWAOC, CO",37.2008278,-108.6978737,CO,083,14080107,14080107,14,26.3,ST,Yes,Southwest,False,True
09371010,"SAN JUAN RIVER AT FOUR CORNERS, CO",37.00113889,-109.0295833,CO,083,14080201,14080201,14,14600,ST,Yes,Southwest,False,True
